i18320	0.293
i18185	0.293
i18187	0.293
i18188	0.293
i18194	0.293
i18197	0.293
i18198	0.293
i18199	0.293
i18202	0.293
i18207	0.293
i18225	0.293
i18249	0.293
i18250	0.293
i18251	0.293
i18252	0.293
i18259	0.293
i18260	0.293
i18270	0.293
i18287	0.293
i18320	0.293
i18321	0.293
i18324	0.293
i18325	0.293
i18344	0.293
i18345	0.293
i18356	0.293
i18357	0.293
i18359	0.293
i18361	0.293
i18368	0.293
i18370	0.293
i18390	0.293
i18410	0.293
i18413	0.293
i18414	0.293
i18424	0.293
i18465	0.293
i18466	0.293
i18474	0.293
i18475	0.293
i18480	0.293
i18481	0.293
i18493	0.293
i18494	0.293
i18495	0.293
i18533	0.293
i18578	0.293
i18629	0.293
i18648	0.293
i18648	0.293
i18648	0.293
i18654	0.293
i18656	0.293
i18689	0.293
i18690	0.293
i18691	0.293
i18748	0.293
i18760	0.293
i18762	0.293
i18776	0.293
i18815	0.293
i18846	0.293
i18849	0.293
i18888	0.293
i18889	0.293
i18890	0.293
i18894	0.293
i18907	0.293
i18911	0.293
i19062	0.293
i19066	0.293
i19112	0.293
i19124	0.293
i19125	0.293
i19126	0.293
i19127	0.293
i19128	0.293
i19129	0.293
i19142	0.293
i19207	0.293
i19322	0.293
i19332	0.293
i19334	0.293
i19335	0.293
i19351	0.293
i19359	0.293
i19362	0.293
i19363	0.293
i19364	0.293
i19386	0.293
i19401	0.293
i19433	0.293
i19453	0.293
i19476	0.293
i19486	0.293
i19495	0.293
i19535	0.293
i19587	0.293
i19588	0.293
i19612	0.293
i19619	0.293
i19671	0.293
i19683	0.293
i19685	0.293
i19688	0.293
i19689	0.293
i19690	0.293
i19692	0.293
i19827	0.293
i19843	0.293
i19856	0.293
i19857	0.293
i20139	0.293
i20140	0.293
i20206	0.293
i20266	0.293
i20267	0.293
i20268	0.293
i20361	0.293
i20362	0.293
i20446	0.293
i20602	0.293
i20603	0.293
i20604	0.293
i20605	0.293
i20659	0.293
i20673	0.293
i20733	0.293
i20740	0.293
i20795	0.293
i20807	0.293
i20968	0.293
i21036	0.293
i21086	0.293
i21281	0.293
i21647	0.293
i21657	0.293
i21666	0.293
i21667	0.293
i21670	0.293
i21714	0.293
i21720	0.293
i18163	-0.293
i18581	-0.293
i78	-0.293
i1206	-0.293
i1265	-0.293
i1845	-0.293
i2472	-0.293
i3300	-0.293
i3912	-0.293
i4698	-0.293
i4840	-0.293
i4955	-0.293
i5422	-0.293
i5850	-0.293
i6188	-0.293
i6595	-0.293
i6635	-0.293
i6653	-0.293
i6989	-0.293
i6991	-0.293
i7021	-0.293
i7579	-0.293
i7599	-0.293
i7722	-0.293
i7819	-0.293
i7963	-0.293
i7964	-0.293
i8033	-0.293
i8056	-0.293
i8058	-0.293
i8060	-0.293
i8062	-0.293
i8064	-0.293
i8067	-0.293
i8068	-0.293
i8071	-0.293
i8208	-0.293
i8218	-0.293
i8284	-0.293
i8287	-0.293
i8410	-0.293
i8418	-0.293
i8524	-0.293
i8526	-0.293
i8527	-0.293
i8531	-0.293
i8534	-0.293
i8535	-0.293
i8536	-0.293
i8537	-0.293
i8540	-0.293
i8541	-0.293
i8542	-0.293
i8544	-0.293
i9030	-0.293
i9195	-0.293
i9442	-0.293
i10123	-0.293
i10228	-0.293
i10278	-0.293
i10380	-0.293
i10381	-0.293
i10676	-0.293
i10739	-0.293
i11517	-0.293
i11891	-0.293
i11893	-0.293
i12239	-0.293
i12344	-0.293
i12553	-0.293
i12941	-0.293
i12963	-0.293
i13000	-0.293
i13214	-0.293
i13296	-0.293
i14223	-0.293
i18163	-0.293
i18165	-0.293
i18177	-0.293
i18181	-0.293
i18187	-0.293
i18193	-0.293
i18195	-0.293
i18198	-0.293
i18208	-0.293
i18209	-0.293
i18210	-0.293
i18248	-0.293
i18250	-0.293
i18264	-0.293
i18302	-0.293
i18332	-0.293
i18333	-0.293
i18350	-0.293
i18352	-0.293
i18477	-0.293
i18578	-0.293
i18581	-0.293
i18582	-0.293
i18694	-0.293
i18757	-0.293
i18760	-0.293
i18761	-0.293
i18762	-0.293
i18763	-0.293
i18764	-0.293
i18812	-0.293
i18873	-0.293
i19191	-0.293
i19229	-0.293
i19623	-0.293
i19691	-0.293
i19749	-0.293
i20135	-0.293
i20838	-0.293
i20839	-0.293
i21658	-0.293
i21674	-0.293
