# Sentiment from ML Senticon, converted to ili
# normalized form -4 to +4
i1	0.0
i2	0.0
i3	0.0
i4	0.0
i5	0.5
i6	0.0
i7	0.0
i8	0.0
i9	0.5
i10	1.0
i11	0.5
i12	0.0
i13	0.0
i14	-1.5
i15	-0.5
i16	0.0
i17	0.0
i18	0.0
i19	0.0
i20	-0.5
i21	1.5
i22	2.5
i23	1.5
i24	0.0
i25	2.0
i26	2.0
i27	-2.0
i28	-0.5
i29	0.0
i30	1.0
i31	1.0
i32	0.5
i33	0.5
i34	1.0
i35	0.5
i36	1.0
i37	0.0
i38	-2.0
i39	0.5
i40	0.5
i41	0.0
i42	1.5
i43	1.0
i44	0.5
i45	-0.5
i46	0.0
i47	0.5
i48	1.0
i49	-1.0
i50	0.5
i51	1.0
i52	1.0
i53	0.5
i54	0.0
i55	0.0
i56	1.0
i57	1.0
i58	0.5
i59	1.5
i60	2.0
i61	2.0
i62	2.5
i63	2.0
i64	2.5
i65	1.5
i66	1.0
i67	2.0
i68	1.5
i69	0.5
i70	2.5
i71	2.5
i72	1.5
i73	2.0
i74	2.5
i75	1.5
i76	2.0
i77	2.5
i78	-2.5
i79	-1.5
i80	-1.0
i81	-1.0
i82	0.5
i83	1.0
i84	3.5
i85	3.5
i86	3.0
i87	2.0
i88	-4.0
i89	-3.0
i90	2.5
i91	2.0
i92	2.5
i93	2.5
i94	0.0
i95	0.0
i96	-0.5
i97	0.5
i98	0.0
i99	2.5
i100	2.5
i101	-3.5
i102	-2.5
i103	2.5
i104	3.0
i105	2.5
i106	2.5
i107	2.5
i108	2.5
i109	2.0
i110	2.5
i111	-3.0
i112	0.0
i113	0.0
i114	-3.5
i115	-1.0
i116	1.0
i117	1.5
i118	-1.5
i119	-1.5
i120	0.0
i121	1.5
i122	1.0
i123	1.5
i124	0.0
i125	1.0
i126	0.0
i127	1.5
i128	0.0
i129	1.5
i130	0.0
i131	0.5
i132	0.5
i133	1.5
i134	1.5
i135	1.0
i136	1.0
i137	2.0
i138	0.5
i139	1.5
i140	-2.0
i141	0.0
i142	-1.5
i143	0.0
i144	-1.0
i145	1.0
i146	1.5
i147	0.0
i148	-0.5
i149	0.0
i150	0.5
i151	0.0
i152	0.0
i153	-0.5
i154	0.0
i155	0.0
i156	2.0
i157	1.5
i158	1.5
i159	2.0
i160	2.5
i161	1.5
i162	1.5
i163	1.5
i164	-2.0
i165	0.5
i166	0.5
i167	-1.5
i168	-0.5
i169	-0.5
i170	1.5
i171	1.0
i172	-2.0
i173	-1.5
i174	-0.5
i175	1.0
i176	0.5
i177	0.5
i178	1.0
i179	0.0
i180	1.5
i181	2.0
i182	-0.5
i183	-1.0
i184	-1.5
i185	-1.0
i186	0.0
i187	-1.5
i188	0.5
i189	0.5
i190	0.0
i191	-2.0
i192	-0.5
i193	0.0
i194	-0.5
i195	0.0
i196	2.0
i197	1.5
i198	2.0
i199	1.0
i200	-1.0
i201	-1.0
i202	-0.5
i203	-1.5
i204	0.0
i205	1.0
i206	1.0
i207	1.0
i208	2.0
i209	1.5
i210	1.5
i211	1.0
i212	1.0
i213	1.0
i214	1.5
i215	1.5
i216	2.0
i217	0.5
i218	1.5
i219	0.0
i220	-0.5
i221	0.5
i222	1.0
i223	1.5
i224	1.5
i225	0.0
i226	0.0
i227	-1.0
i228	-0.5
i229	1.0
i230	0.5
i231	-0.5
i232	0.0
i233	-1.0
i234	0.5
i235	1.0
i236	2.5
i237	0.5
i238	1.0
i239	1.0
i240	0.0
i241	1.0
i242	0.0
i243	1.0
i244	-0.5
i245	0.5
i246	1.5
i247	2.0
i248	-1.5
i249	1.0
i250	1.5
i251	1.5
i252	1.5
i253	2.0
i254	1.5
i255	1.0
i256	1.0
i257	1.0
i258	1.5
i259	1.0
i260	1.5
i261	2.0
i262	1.0
i263	-1.0
i264	3.0
i265	3.0
i266	2.0
i267	-1.5
i268	-2.5
i269	-2.0
i270	-2.0
i271	1.0
i272	1.5
i273	1.5
i274	1.5
i275	0.5
i276	0.0
i277	1.5
i278	1.5
i279	1.5
i280	0.5
i281	0.5
i282	1.5
i283	1.0
i284	1.0
i285	0.5
i286	1.0
i287	1.0
i288	0.0
i289	0.0
i290	1.0
i291	3.0
i292	-1.5
i293	2.5
i294	2.0
i295	-1.0
i296	1.0
i297	1.5
i298	2.0
i299	2.0
i300	2.0
i301	1.5
i302	1.0
i303	2.0
i304	1.5
i305	1.5
i306	2.0
i307	0.0
i308	1.5
i309	1.5
i310	1.5
i311	2.0
i312	2.0
i313	2.0
i314	2.0
i315	2.0
i316	2.5
i317	2.0
i318	1.5
i319	2.0
i320	2.0
i321	1.0
i322	0.0
i323	-0.5
i324	0.0
i325	0.5
i326	3.5
i327	2.5
i328	3.5
i329	3.0
i330	3.0
i331	3.5
i332	2.5
i333	3.0
i334	-2.5
i335	0.0
i336	-1.0
i337	-1.5
i338	-2.0
i339	4.0
i340	4.0
i341	4.0
i342	3.5
i343	-3.5
i344	-1.0
i345	0.5
i346	0.0
i347	0.0
i348	-1.0
i349	-1.0
i350	-1.0
i351	2.5
i352	3.5
i353	3.0
i354	-3.0
i355	2.0
i356	2.0
i357	-1.5
i358	1.5
i359	1.0
i360	1.5
i361	1.5
i362	2.0
i363	-1.5
i364	2.5
i365	1.5
i366	2.5
i367	2.5
i368	3.0
i369	-2.0
i370	-2.0
i371	1.0
i372	1.5
i373	0.5
i374	0.0
i375	0.0
i376	1.0
i377	-0.5
i378	0.5
i379	0.5
i380	1.5
i381	-0.5
i382	-0.5
i383	0.0
i384	0.5
i385	1.0
i386	0.0
i387	1.0
i388	0.0
i389	0.5
i390	3.0
i391	3.0
i392	-1.0
i393	0.5
i394	2.0
i395	2.5
i396	3.0
i397	0.5
i398	-1.0
i399	0.5
i400	0.0
i401	0.5
i402	0.5
i403	0.0
i404	0.0
i405	0.0
i406	0.0
i407	0.0
i408	0.0
i409	-2.0
i410	-1.0
i411	-1.0
i412	-2.0
i413	-1.0
i414	-1.0
i415	-3.0
i416	-2.0
i417	-0.5
i418	-1.0
i419	-1.0
i420	-1.0
i421	-3.0
i422	-1.0
i423	-1.0
i424	-3.0
i425	-1.0
i426	-1.0
i427	-1.0
i428	-1.0
i429	-2.0
i430	-1.0
i431	-2.0
i432	-3.0
i433	0.0
i434	-2.0
i435	-2.0
i436	0.0
i437	0.5
i438	-0.5
i439	1.0
i440	0.5
i441	1.0
i442	-0.5
i443	-0.5
i444	1.0
i445	-0.5
i446	1.5
i447	0.0
i448	0.0
i449	-0.5
i450	0.0
i451	1.0
i452	-1.0
i453	0.0
i454	-1.0
i455	-2.0
i456	-1.0
i457	-1.0
i458	0.5
i459	-1.0
i460	1.5
i461	0.5
i462	1.0
i463	0.5
i464	0.5
i465	0.5
i466	0.5
i467	0.5
i468	0.0
i469	0.0
i470	3.5
i471	-4.0
i472	-4.0
i473	-3.0
i474	-2.0
i475	-3.0
i476	0.5
i477	0.5
i478	0.5
i479	1.5
i480	-0.5
i481	1.0
i482	1.5
i483	1.5
i484	-3.0
i485	0.0
i486	0.0
i487	-0.5
i488	0.0
i489	0.5
i490	0.0
i491	0.5
i492	-2.5
i493	-2.0
i494	-1.0
i495	-3.0
i496	2.5
i497	1.5
i498	2.0
i499	2.5
i500	0.5
i501	-1.5
i502	-2.5
i503	0.5
i504	0.0
i505	-2.0
i506	-0.5
i507	0.5
i508	-1.0
i509	1.5
i510	0.0
i511	-2.5
i512	-2.0
i513	1.5
i514	1.0
i515	-0.5
i516	0.5
i517	-0.5
i518	0.5
i519	0.5
i520	0.0
i521	1.5
i522	0.0
i523	0.0
i524	0.0
i525	0.0
i526	-0.5
i527	-0.5
i528	0.5
i529	-1.5
i530	0.0
i531	-0.5
i532	0.0
i533	-1.0
i534	0.5
i535	0.5
i536	-0.5
i537	1.0
i538	0.5
i539	1.0
i540	1.5
i541	1.0
i542	1.0
i543	0.0
i544	-1.0
i545	0.5
i546	0.5
i547	-0.5
i548	1.5
i549	1.5
i550	1.5
i551	0.5
i552	2.0
i553	2.0
i554	1.5
i555	2.0
i556	0.0
i557	-1.0
i558	-0.5
i559	1.5
i560	1.0
i561	1.0
i562	2.5
i563	1.5
i564	0.0
i565	-1.5
i566	-0.5
i567	-2.0
i568	-1.0
i569	0.0
i570	1.0
i571	0.0
i572	0.5
i573	0.5
i574	0.0
i575	0.0
i576	-0.5
i577	0.5
i578	0.5
i579	1.0
i580	0.0
i581	0.0
i582	0.5
i583	0.0
i584	-0.5
i585	0.5
i586	1.0
i587	0.0
i588	0.0
i589	2.0
i590	1.0
i591	0.0
i592	0.0
i593	0.5
i594	0.0
i595	0.5
i596	1.0
i597	1.0
i598	1.0
i599	1.5
i600	0.0
i601	-2.0
i602	-3.0
i603	-1.0
i604	-3.0
i605	-2.0
i606	-3.0
i607	-3.0
i608	-2.0
i609	-1.0
i610	-3.0
i611	-1.0
i612	-2.0
i613	-2.0
i614	-2.5
i615	-1.0
i616	-3.0
i617	1.0
i618	0.5
i619	1.0
i620	1.5
i621	0.0
i622	-1.0
i623	1.5
i624	-3.5
i625	-3.5
i626	2.0
i627	2.5
i628	2.0
i629	2.5
i630	-4.0
i631	-3.0
i632	-3.0
i633	3.5
i634	3.5
i635	-2.5
i636	0.5
i637	-1.0
i638	-0.5
i639	0.5
i640	1.0
i641	1.0
i642	0.0
i643	-2.0
i644	0.5
i645	-0.5
i646	0.0
i647	-1.5
i648	0.5
i649	0.0
i650	0.5
i651	0.0
i652	1.0
i653	0.0
i654	0.0
i655	0.0
i656	0.0
i657	0.0
i658	0.0
i659	0.0
i660	0.0
i661	0.0
i662	0.0
i663	0.0
i664	1.5
i665	1.0
i666	0.5
i667	1.0
i668	0.5
i669	-0.5
i670	0.5
i671	0.0
i672	0.0
i673	0.0
i674	-0.5
i675	0.0
i676	0.0
i677	0.0
i678	-0.5
i679	-2.0
i680	1.5
i681	-0.5
i682	0.0
i683	1.0
i684	-0.5
i685	1.0
i686	0.5
i687	0.5
i688	0.0
i689	0.0
i690	1.0
i691	0.0
i692	-0.5
i693	0.5
i694	0.0
i695	0.0
i696	0.0
i697	0.0
i698	0.5
i699	0.0
i700	0.0
i701	0.0
i702	0.0
i703	0.5
i704	0.0
i705	-0.5
i706	0.0
i707	0.0
i708	0.5
i709	1.0
i710	-0.5
i711	0.0
i712	-0.5
i713	2.0
i714	1.5
i715	-2.5
i716	3.0
i717	3.0
i718	-1.0
i719	-2.0
i720	3.0
i721	2.0
i722	2.0
i723	3.0
i724	2.0
i725	-1.5
i726	-1.0
i727	-1.5
i728	0.0
i729	0.0
i730	0.0
i731	0.5
i732	-0.5
i733	0.0
i734	0.5
i735	0.0
i736	-0.5
i737	3.0
i738	-2.0
i739	2.0
i740	2.5
i741	0.5
i742	0.0
i743	1.0
i744	0.5
i745	0.5
i746	1.5
i747	1.5
i748	0.5
i749	0.0
i750	0.5
i751	1.5
i752	-1.0
i753	1.5
i754	1.0
i755	1.0
i756	1.0
i757	0.5
i758	1.5
i759	-0.5
i760	-1.5
i761	-1.5
i762	0.0
i763	-0.5
i764	0.0
i765	0.0
i766	1.5
i767	1.0
i768	1.5
i769	0.5
i770	0.0
i771	0.0
i772	0.0
i773	-1.5
i774	-0.5
i775	1.0
i776	1.5
i777	1.0
i778	0.5
i779	1.0
i780	1.0
i781	1.0
i782	1.0
i783	1.5
i784	0.0
i785	0.5
i786	0.0
i787	0.0
i788	0.0
i789	0.0
i790	-1.0
i791	-0.5
i792	0.5
i793	0.0
i794	0.0
i795	0.0
i796	0.0
i797	0.0
i798	1.5
i799	0.5
i800	0.5
i801	0.5
i802	1.0
i803	-0.5
i804	2.5
i805	2.5
i806	1.5
i807	2.5
i808	1.5
i809	3.0
i810	3.0
i811	2.0
i812	0.0
i813	-2.0
i814	1.5
i815	2.0
i816	2.5
i817	1.5
i818	-0.5
i819	0.5
i820	0.0
i821	0.0
i822	-1.0
i823	0.5
i824	1.5
i825	-2.5
i826	-1.5
i827	2.0
i828	1.0
i829	-1.5
i830	0.0
i831	0.0
i832	0.0
i833	-0.5
i834	-1.0
i835	-3.0
i836	-1.0
i837	0.0
i838	-1.0
i839	1.0
i840	2.0
i841	2.0
i842	0.0
i843	0.0
i844	0.0
i845	1.5
i846	0.0
i847	-1.0
i848	1.0
i849	1.5
